SMILES,MolWt,LogP,QED
CN1C(Cc2ccccc2)CC2(C)C1CCCCCN2C(=O)c1ccnc(-c2cnn(C)c2)c1,457.2841607,4.5724,0.575831456
O=c1c(=Cc2cccc(O)c2)sc2n1C(c1ccc(F)cc1)C1=C(N=2)c2ccccc2CC1,454.1151271,4.1634,0.49453212
Cc1cc(C)n(C2CCCN(C(=O)C(C)OCC3CCCO3)C2)n1,335.2208918,2.24754,0.828030878
C=C(Br)CCc1cc(OC)ccc1OC,270.0255418,3.545,0.815002346
CN(C)S(=O)(=O)N(CC(=O)Nc1ccc(N2CCCC2)cc1)c1ccccc1,402.1725617,2.5383,0.772498084
CN(C)S(=O)(=O)c1ccc(OCCN2CCC(C(=O)NCc3ccccc3)CC2)cc1,445.2035275,2.3441,0.641047267
C=CCN1C(=O)NC(c2ccc(F)cc2)C2=C1CN(CC(=O)NCCOC)C2=O,402.1703334,0.9369,0.500173387
COc1cccc(C(=O)NCCN2CCN(CC(O)COC(C)(C)C)CC2)c1OC,423.2733213,1.2272,0.585580698
Cn1nnc2cc(C(=O)N(CC(F)F)c3ccc(F)cc3)ccc21,334.1041457,3.0193,0.736882189
COC(=O)C1=C(CS(=O)(=O)c2ccc(OC)cc2)NC(=O)NC1c1ccc(OC)c(OC)c1,476.1253367,1.9673,0.553486096
O=C(NCC1CCOCC1)C1CN(C(=O)c2cccs2)C2CCOC12,364.1456782,1.5204,0.879630073
CCc1cccc(NC(=O)C2CC2c2ccccc2)c1,265.1466642,3.9912,0.889391458
CN(C)C=Nc1nc2nc(N=CN(C)C)n(C)c(=O)c2nc1C#N,327.1556062,0.03798,0.574649247
CCC(=O)N1CCC(C(NC(=O)c2ccccc2C)C(=O)NC(C)C(C)C)CC1,401.267842,2.90272,0.737356683
CC(C(=O)NCCn1cccn1)c1ccc(O)cc1,259.1320768,1.5086,0.854921065
Cc1cccc(NC(=O)Cn2nc(-c3cccs3)ccc2=O)c1,325.0884977,2.91892,0.801985124
CCN1CCC(N)CC1c1cccc(Br)c1,282.0731607,2.9332,0.90388105
CCOC(=O)c1cccc(C(=O)c2ccc(CN3CC=CC3)cc2)c1,335.1521435,3.4661,0.460662123
CCOC(=O)C1=C(C)N=c2sc(=Cc3cc(OC)ccc3OC)c(=O)n2C1c1ccc(OC)cc1,494.1511576,2.8241,0.469634567
O=c1nc2sc(=Cc3ccc(-c4cccc(Br)c4)o3)c(=O)n2nc1-c1ccccc1,476.9782743,3.7484,0.394984214
COCCNC(=O)c1cc(S(=O)(=O)N2CCc3ccccc3C2)ccc1C,388.1456782,2.11822,0.769399444
Cc1ccc(N=Cc2cccc(OCC(=O)O)c2)cc1C,283.1208434,3.51744,0.854059486
CC(O)CN(C)C(=O)Nc1ccc(-n2ncc3ccccc32)cc1,324.1586259,2.87,0.77507547
COc1ccc(C(=O)N2CCCC2)cc1COc1ccccc1,311.1521435,3.5102,0.847961818
O=C(Cc1ccc(F)cc1)Nc1ccc(N2CCN(C(=O)c3ccccc3Cl)CC2)nc1,452.1415318,4.0177,0.634716594
COC(=O)C1=C(Nc2ccccc2C)SC(=Cc2cc(OC)cc(OC)c2)C1=O,411.1140438,4.16572,0.434476547
CC1CCN(S(=O)(=O)c2cn(CC(=O)N3CCC(N4CCCCC4)CC3)cn2)CC1,437.246061,1.7806,0.701669132
CCOc1cc(CNCCNCCO)ccc1OCc1cccs1,350.1664137,2.3973,0.513215495
CCOC(=O)CC1c2cc(OC)c(OC)cc2CCN1CC(=O)Nc1cccc(C#N)c1,437.195071,3.06658,0.633542519
CCC(=O)Nc1nnc(SCC(=O)NC2CC2)s1,286.0558177,1.2573,0.60729222
Cc1cccc(-n2c(SC(C)C#N)nc3sc4c(c3c2=O)CCCS4)c1,399.0533752,4.7981,0.467695938
COc1ccccc1OC(=O)CCN1C(=O)C2CCCCC2C1=O,331.1419728,2.1659,0.469577785
CC(C)NCCC(CO)C1CCN(C(=O)OC(C)(C)C)CC1C,328.272593,2.8761,0.786890951
Cc1nn(-c2ccccc2)cc1C(=O)N1CCCC(C)C1CN,312.1950114,2.38012,0.946155411
COC(=O)C(C)Oc1cc2c(-c3cc4cccc(OC)c4o3)cc(=O)oc2cc1C,408.120903,4.46352,0.355688248
O=C(Nc1noc2ccccc12)c1cc(Br)ccc1Cl,349.9457673,4.496,0.739541389
COc1ccccc1-c1cccc(C2CCCN(C(=O)C3CCCC3)C2)n1,364.2150781,4.6534,0.792721772
CN(C)CC1CN(C(=O)c2ccc(-c3nc[nH]n3)cc2)CC1CO,329.185175,0.7138,0.843921716
CC1CC(N2CCCC(N(C)C(=O)OC(C)(C)C)C2)C(=O)O1,312.2049074,2.0217,0.730185928
CSc1ccccc1NCC(=O)Nc1ccccc1,272.0983341,3.4591,0.818997534
COc1cc2c(cc1C)-c1nc(NC(=O)c3ccc(OC)c([N+](=O)[O-])c3)sc1CC2,425.1045417,4.39482,0.480124795
CC12CC3NC1CCCCC2N(C(=O)COc1ccc(F)cc1F)C3Cc1ccccc1,440.2275346,4.4765,0.745701388
O=C(c1ccc(Cl)c(Cl)c1)N1CCCC(N2CCN(CCOc3ccccc3)CC2)C1,461.1636825,4.2946,0.641881053
CCOC(=O)C(Nc1ccc2c(c1)CCN2C(C)=O)c1ccccc1,338.1630426,3.3119,0.849912625
Cc1ccc(C(=O)C=Cc2c(C)nn(C3CCS(=O)(=O)C3)c2C)cc1C,372.1507636,3.37248,0.609415481
CCCNC(=O)C1CCCN(S(=O)(=O)c2cc(OC)ccc2OC)C1,370.1562429,1.6307,0.788504635
C=CCSC1=NN2C(c3cc(OC)ccc3Br)Nc3ccccc3C2C(=O)N1,458.0412089,4.2451,0.669979191
CC(C)c1nc(-c2ccccc2)n(-c2ccc(F)cc2)c1CO,310.1481414,4.2941,0.780205706
CCn1c(=O)c(N2CCC(NC(=O)NCC3CCCO3)CC2)nc2ccccc21,399.2270398,1.8634,0.801303297
CCN(CC(=O)Nc1ccc2c(c1)OCO2)S(=O)(=O)c1ccc(Br)cc1,440.0041547,2.8271,0.745579085
Cc1ccccc1C(C)N=C(O)N1CCS(=O)(=O)CC1c1cnn(C)c1,376.1569116,2.17522,0.655188436
CN(CC1COc2ccccc2O1)C(=O)c1cccc(-n2ccnc2)c1,349.1426415,2.7843,0.726752256
CCn1ncnc1CN1CCC(c2nnc(CN3CCCCC3)n2C)CC1,372.274993,1.792,0.770113522
Cc1cc(CS(=O)CC(=O)Nc2c(C)cccc2C)no1,306.1038134,2.48726,0.920872028
Cc1cc(F)ccc1CC(=O)N1CC(N)C(C2CC2)C1,276.1637915,1.87232,0.915861181
Cc1ccc(NC(=O)c2cccc3cccnc23)cc1I,388.007261,4.40012,0.661680552
O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,431.0706547,2.3282,0.688656179
O=C1C2C3C=CC(C4CC34)C2C(=O)N1N=Cc1ccccc1O,308.1160924,1.7792,0.514186508
COc1ccc(CNC2CCN(S(=O)(=O)C(C)C)CC2C)cc1,340.1820638,2.2334,0.86268518
CC(C)C(=O)N1N=C(c2ccccc2NS(C)(=O)=O)CC1c1cccc(Cl)c1,419.1070402,4.0452,0.793594851
COc1ccccc1C=CC(=O)Nc1cnn(CC2CCCO2)c1,327.1582915,2.7226,0.828648346
CCNC(=O)C(Cc1ccccc1)N(Cc1cccc(Cl)c1)C(=O)COc1ccccc1,450.1710204,4.495,0.494594034
COc1ccc(CN2CCN(C(=O)c3nc(C)oc3C)CC2=O)cc1,343.1532062,1.78464,0.845809306
Cc1cccc(N2CCN(CCC(C)NC(=O)NCC(C)O)CC2)c1,348.2525263,1.57562,0.699766366
CCN(Cc1ccc(OC)c(F)c1)C(=O)c1ccc[nH]c1=O,304.1223206,2.1849,0.920717719
COc1ccc(CNC(=O)C(=O)NCCc2ccccc2)cc1OC,342.1579572,1.6789,0.750788719
COc1ccc(OC)c(NC(=O)Nc2cc(OC)ccc2OC)c1,332.1372217,3.365,0.847882639
CCC1CCCCN1CC(=O)Nc1cc(C)c2c(=O)oc3ccccc3c2n1,379.1895917,3.85262,0.550367443
O=C(NC1CCCC1)C(c1ccco1)N(C(=O)c1csnn1)C1CCCC1,388.1569116,3.316,0.820042742
O=C(NC1CCN(C(=O)NCC2CCCC2)CC1)c1cccs1,335.166748,2.8421,0.888653554
O=C(c1cncc(Cl)c1)N1CCCC(COc2ccc(F)cc2)C1,348.1040837,3.8053,0.84350133
Cc1nn(CN2CCCN(c3ccc(C(F)(F)F)cn3)CC2)c(=S)n1Cc1ccccc1,462.1813505,4.35441,0.527546287
CCC1CN(C(=O)N2CCC(C(=O)NCc3cccc(Cl)c3)CC2)c2cc(C)ccc2O1,455.1975695,4.77422,0.721565977
CC(C)CC(=O)CC1(C)NN=C(c2ccccc2)S1,276.1296343,3.4061,0.895789936
Cc1nccn1Cc1cccc(C(=O)N2CCCC(Cc3ccccc3)C2)c1,373.2154125,4.33472,0.667389872
CCc1ccc(CNC(=O)c2nnn(-c3ccc(CC)cc3)c2-c2ccncc2)cc1,411.2059104,4.3841,0.489685573
CNC(=O)C(C#N)=c1sc(=CC(=O)OC)c(=O)n1-c1ccccc1,343.0626769,-0.72722,0.740850142
CCOC(C)c1noc(CN2CCC(NC(=O)c3cc(C)oc3C)CC2)n1,376.2110554,2.77134,0.793898568
N#Cc1ccc(C(=O)N2CCCC2c2nc(-c3ccccc3)no2)cc1,344.1273258,3.58558,0.724940894
O=C(CCc1ccco1)N1CCc2ncnc(NC3CCOC3)c2CC1,356.1848406,1.8304,0.88033424
CCNc1ccc(S(=O)(=O)N(C)C)cc1NCC(=O)Nc1ccc(C)cc1Br,468.0830738,3.49022,0.550909068
COc1cccc(NC(=O)C2CCN(Cc3ccc(Cl)cc3Cl)CC2)c1,392.1058333,4.8527,0.789569621
CNC(=O)Cc1ccc(-c2ccc(C(=O)NCC3CCOC3)cc2)cc1,352.1786926,2.4084,0.83890753
COc1ccc(Cl)cc1NC(=O)CN1CCN(S(=O)(=O)c2c(C)cc(C)cc2C)CC1,465.1489051,3.21886,0.708194283
CC(NC(=O)C1CCC(CNS(=O)(=O)c2ccc(Br)s2)CC1)c1ccccc1,484.0489968,4.4727,0.607787134
O=C(Nc1cccc2c1OC(F)(F)O2)N1CCC(CCn2cccn2)CC1,378.1503469,3.5388,0.883681584
CCOC(=O)C(NC(=O)c1cccc(Cn2cc(Cl)cn2)c1)c1ccccc1,397.1193192,3.619,0.617824286
Nc1n[nH]c(N)c1N=Nc1ccc([N+](=O)[O-])cc1,247.0817725,1.8977,0.429739559
CC(C)CCn1c(SCC(=O)N(C2CCCCC2)C2CCS(=O)(=O)C2)nc2ccccc21,477.211984,4.5229,0.522748477
CC1(O)CCCCC1C1CCCN1C(=O)CN1CCOCC1=O,324.2049074,0.7774,0.83268537
CSc1nc(N)c(C#N)c(SCC(=O)OCc2ccccc2)n1,346.0558177,2.48788,0.368268692
COc1cccc(CNC(=O)Cn2c(=O)n(-c3ccc(Cl)cc3)c(=O)c3sccc32)c1OC,485.0812194,3.2009,0.433803908
Cc1ccc(C2SCC3C(=O)N(c4cccc(C)c4C)C(=S)N32)cc1,368.1017053,4.35956,0.73506738
Cc1ccc2c(CN(C)CCOc3ccccc3)cc(=O)oc2c1,323.1521435,3.61222,0.649986508
O=C(Nc1ccccc1Br)C1CCCN(S(=O)(=O)c2cccs2)C1,427.9863965,3.55,0.808659535
O=S(=O)(NC1CCCN(c2ncccn2)C1)N1CCCCCC1,339.172896,1.1558,0.890357263
CC(C)CN1C(=O)CN(c2ccc(S(=O)(=O)N3CCCC3)cc2OC(C)C)C1=O,423.182792,2.6829,0.629476555
O=C(NC(=S)Nc1cccc(Cl)c1Cl)c1cccc(Cl)c1,357.9501169,4.7736,0.758638377
CCc1ncnc(N2CCOCC2C(N)=O)c1F,254.1179039,-0.1314,0.812155638
COc1cc(NC(=O)C2CCC2)c(OC)cc1NC(=O)c1ccccc1,354.1579572,3.6947,0.829292077
CS(=O)(=O)N1CCC(C(=O)NCC(O)(c2ccccc2)C(F)(F)F)CC1,394.1174128,1.2243,0.786480452
Nc1nccnc1C(=O)NCc1ccc(N2CCOCC2)cc1C(F)(F)F,381.1412595,1.8442,0.839635125
O=C(NCCn1cccn1)C1CC(=O)N(Cc2cccnc2)C1,313.1538748,0.443,0.839166028
CCNC(=O)NC(=O)C(C)Nc1cccc(COCC2CCCCO2)c1,363.2158064,2.4184,0.660050301
COc1ccc(N2CCN(C(=O)c3c(C)[nH]c(C(C)=O)c3C)C(C)C2=O)cc1,383.1845063,2.72024,0.823226631
CCOC(=O)c1ccc(NC(=O)c2cnn(-c3ccc(F)cc3)c2-n2cccc2)cc1,418.1441187,4.2311,0.475511113
S=C1NCCc2ccc(Cl)cc2C1c1ccccc1,287.0535481,3.945,0.797375898
O=C(CC(Cn1cnnn1)c1ccc(Cl)cc1)NCC1CCOCC1,363.1462026,2.0432,0.813634197
COc1ccccc1NC(=O)N1CCCN(c2nc3cc(C)c(C)cc3cc2C#N)CC1,429.2164751,4.47612,0.664049308
COCC(=O)N(Cc1cccnc1)Cc1cc2ccc(C)cc2[nH]c1=O,351.1582915,2.40672,0.73992365
Cc1ccc(C(C)NC(=O)NC(C)c2ccc3c(c2)CC(=O)N3)o1,327.1582915,3.20402,0.80611685
CCOc1cccc(CC(=O)N2CCC3(CC2)Nc2cc(F)ccc2-n2cccc23)c1OCC,463.22712,4.8997,0.565077832
CSC1CCCC1NC(=O)N(CCO)C1CC1,258.1401989,1.4368,0.784295737
Nc1nc(-c2cncnc2)cc(N2CCCC2)n1,242.1279944,1.116,0.849407596
CC(C)(C)CN(CC(=O)O)C(=O)C(NC(=O)OCC1c2ccccc2-c2ccccc21)C1CCC1,478.2467722,4.6531,0.575667195
CC(C)C(C(=O)NC(C)(C)C)N(Cc1cccs1)C(=O)CNS(=O)(=O)c1ccc(F)cc1,483.1661767,3.1336,0.572862939
CCOc1ccc(C(=O)NC(=S)Nc2ccc(N(CC)CC)cc2)cc1Br,449.0772601,4.8208,0.592796118
COCCN1C(=O)c2ccccc2C(C(=O)Nc2ccccc2F)C1c1cn(C)c2ccccc12,471.1958199,4.8832,0.435891192
O=C(NC(c1ccccc1)c1ccco1)c1ccc2ccccc2c1,327.1259288,4.9522,0.575930869
COc1cccc(CN2CC(COCC(=O)N(C)C)OC(C)(C)C2)c1,350.2205574,1.7794,0.750263098
O=C(NCc1ccc(Oc2ccc(Cl)cc2)cc1)C1COc2ccccc2O1,395.0924357,4.5885,0.686156151
CC(C)NS(=O)(=O)c1ccc(OCC(=O)NCc2ccc(Cl)cc2Cl)c(Cl)c1,464.0131111,4.0287,0.616327224
COc1ccc2c(c1)OCc1sc(N=Cc3ccc(O)c(OC)c3)nc1-2,368.083078,4.1759,0.699666071
CCc1ccc(Oc2ccc(C#N)c(C#N)c2)cc1,248.094963,3.78466,0.829957621
CC(=O)NCC1CN(Cc2cccc(Cl)c2Cl)CCO1,316.0745332,2.3303,0.926619894
CCCN(Cc1nc(C(=O)OC)cs1)C(=O)c1ccc2c(c1)OCO2,362.0936427,2.7108,0.735475937
Cc1nn(CC(=O)Nc2ccc(N=Nc3ccccc3)cc2)c(=O)c(C#N)c1C,386.1491238,3.78592,0.672210909
CC(=O)NCCNC(=O)CCC(=O)NCCc1ccc(Cl)cc1,339.1349692,1.0312,0.587200124
Cn1ccnc1-c1cc(NC(=O)CC(n2cccn2)C(F)(F)F)n(C)n1,367.1368428,2.1493,0.749118851
Cn1c(-c2ccc(F)cc2)cn2cc(C(=O)N3CCC(N)C3)nc2c1=O,355.144453,1.0123,0.74346956
CC(C(=O)c1c[nH]c2ccccc12)N1CCN(Cc2ccc3c(c2)OCO3)CC1,391.1895917,3.2856,0.676677006
O=C(Cc1cn2ccsc2n1)NC1CCN(CC2CCCC2)C1,332.1670824,2.319,0.914051588
CCC(NC(=O)N1CCCCC1c1ncc[nH]1)c1c(C)noc1C,331.200825,3.40244,0.898617363
COc1cccc(CS(=O)(=O)NC(C)(C)C#N)c1,268.0881634,1.41678,0.875459509
CC(c1ccc(S(N)(=O)=O)cc1)N(C)CC(=O)NCCCc1ccccc1,389.1773127,2.0758,0.642361914
Cc1ccc(N2C3=[N+](CCCCC3)CC2(O)c2ccc(Cl)cc2)cc1,355.1571675,4.29872,0.812873747
COc1cccc(C2CCCN2C(=O)c2cnc(Nc3ccccc3)nc2)c1,374.1742759,4.2061,0.724680314
C=CCN1C(=O)NC(=Cc2cc(Cl)c(OCC(=O)O)c(Br)c2)C1=O,413.9618113,2.6446,0.422954738
CCOc1ncccc1NC(=O)c1ccc(C)s1,262.0775987,3.10252,0.920725473
Cc1cc(CN2CC(F)CC2CNC(=O)CC2=CCCCC2)on1,335.2009053,2.90212,0.812279911
CCCCCN(CCC(=O)NCc1ccco1)C(=O)c1ccoc1,332.1736072,3.2115,0.67790459
CC(C)c1ocnc1CSCc1ccnc(N(C)C)c1,291.1405333,3.6924,0.811634513
COc1ccc(CN2CCC(O)(CO)C2)c2c(OC)cccc12,317.1627082,1.7861,0.880166633
Cc1cccc(OC(C)C(=O)N2CCCC2c2noc(C)n2)c1,315.1582915,2.81744,0.867542811
CONC(=O)c1oc2c(ccc3ccccc32)c1C,255.0895433,3.18562,0.715356609
Cc1noc(-c2cccc(=O)n2CC(=O)NC2CCCCC2)n1,316.1535405,1.65562,0.926102962
O=C(COc1ccccc1[N+](=O)[O-])NC1CC(=O)N(C2CC2c2ccccc2)C1,395.1481208,2.2468,0.572265139
CC(C)N(C(=NS(=O)(=O)c1ccccc1)C(F)(F)F)C(C)C,336.1119335,3.4549,0.624908197
Cc1cccc(NC(=O)C2CCCN(c3ncnc4c3nc3n4CCCCC3)C2)n1,405.2277085,3.11122,0.720240393
O=c1c(=Cc2ccc(Br)cc2)sc2nnc(-c3ccc(Cl)cc3)n12,416.9338227,3.7816,0.497595397
COc1ccc(CCNC(=O)c2cc(S(=O)(=O)N3CCCCC3)ccc2Cl)cc1,436.122356,3.4957,0.720318672
CC(Oc1cccc(Cl)c1Cl)C(=O)NC1CCN(C)CC1C,344.1058333,3.2171,0.911124148
COc1ccc(NC(C)=O)cc1S(=O)(=O)N1CCc2ccccc21,346.0987281,2.405,0.922306945
COc1cc(C)nc(NCc2ccccc2CN2CCC(O)CC2)n1,342.2055761,2.36242,0.839771044
CC(C)N(C(=O)c1ccccc1-c1cnc2ccc(F)cn12)C(C)C,339.1746905,4.3994,0.706422857
CC(C)(C)c1cc(-c2cnc3n2CCOC3)cc(C(C)(C)C)c1O,328.2150781,4.3809,0.844790023
O=C1NC(C(=O)NCCCN2CCc3ccccc32)Cc2ccccc21,349.179027,1.9101,0.810888688
CC(C)NC(=O)NCC1OCC(NC2CCC2)C1O,271.1895917,-0.0356,0.565550185
NC(=O)NC1(C(=O)NCC2(N3CCSCC3)CCCCC2)CC1,340.1932971,1.0552,0.698146007
C=CCOc1cccc(C=c2sc3n(c2=O)C(c2ccccc2)C2=C(N=3)c3ccccc3CC2)c1,476.155849,4.8835,0.385389991
O=C(CCN(CC1CCCO1)C(=O)c1cc(-c2cccc(Cl)c2)on1)NCc1ccc(F)cc1,485.1517622,4.4618,0.483377398
Cc1nc2ncnn2c(C)c1CCC(=O)Nc1ccc2c(c1)N(C)C(=O)CO2,380.1596885,1.66764,0.738714433
CCOC(=O)CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,388.2613596,4.4486,0.439008956
O=C(O)C1Cc2c(Br)cccc2O1,241.9578562,1.8372,0.817979245
CCn1nc(C)c(CN2CCc3c(nc(-c4cccnc4)[nH]c3=O)C2)c1C,364.2011594,2.22344,0.767838998
O=C(C=Cc1cccc([N+](=O)[O-])c1)NCc1ccccc1CN1CCCC1=O,379.1532062,3.0468,0.454571211
O=C(NCc1ccc(C(F)(F)F)cc1)C1CC(=O)N(c2ccccc2Cl)C1,396.0852401,4.0281,0.84794109
COCCCC(NC(=O)COCCNC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,470.2053013,2.5377,0.38452743
Cc1ccc(NC(=O)CCNC(=O)C2CC2C)cc1I,386.0491258,2.70042,0.765086195
CCc1nc(C)c(C(=O)Nc2ccc(CC(=O)O)c(F)c2)s1,322.0787416,3.03242,0.886578986
CCOC(=O)c1ccc(C)c(S(=O)O)c1,228.0456299,1.75232,0.63204353
Cc1cc(N2CCCC3(CCC(=O)N(C4CC4)C3)C2)nc(C(C)C)n1,342.2419616,3.27982,0.84572411
CCCNC(=O)C(CC)N(Cc1ccc(Cl)c(Cl)c1)C(=O)COc1ccc(OC)cc1,466.1426127,4.7144,0.519773244
CCC(NC(=O)c1cc(=O)cc(C)[nH]1)c1ccc(C)cn1,285.1477268,2.26784,0.904524254
CCOc1cccc2c(C)nc(Nc3nccc(C)n3)nc12,295.1433102,3.17894,0.796637661
COc1ccc(C2C3C(=O)N(c4ccc(F)cc4)C(=O)C3N3CCCN23)cc1,381.1488697,2.3699,0.76444685
COC(=O)CCCC(=O)NC1CCCc2nc(-c3cccnc3)ncc21,354.1691906,2.3755,0.800568095
C=CCOc1ccc(CN(C)C(=O)c2ccc3nc(CC)c(CC)nc3c2)cc1,389.2103271,4.5916,0.528823118
Nc1cnc2cc(Br)cnc2c1,222.9745093,1.9745,0.743697467
COCCNC(=O)CN1CCC(C2CC=CCN(Cc3ccc(F)cc3)C2=O)CC1,417.2427701,2.205,0.520452599
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(S(=O)(=O)N3CC(C)CC(C)C3)cc2)cc1,465.139213,3.1124,0.680652042
NCC(O)c1cnn(-c2ccccc2)c1,203.105862,0.8644,0.777398208
O=C(NCc1csc(N2CCCC2)n1)c1coc(CN2CCOCC2)c1,376.1569116,2.0985,0.83255877
CCn1c(C2CC2)nn(CN2CCN(Cc3ccccc3C)CC2)c1=S,371.2143669,3.39511,0.728091741
Cc1cc(N)cc(Br)c1N1CCCCC1C,282.0731607,3.71852,0.795864659
COC(=O)c1c(NC(=O)COc2ccc(C(C)=O)cc2)sc2c1CCC2,373.0983937,3.2435,0.620892147
COC(=O)C1C(=O)C2=C(CC1C)NC(C)=C(C(=O)OC1CCCCC1)C2c1ccc(C)s1,457.1922941,4.54542,0.527857107
O=C(CNc1ncnc2scc(-c3ccc(F)cc3)c12)N1CCCC1,356.1107104,3.5317,0.776884868
CC(C)CNC(=O)C(C)N(Cc1ccc(F)cc1)C(=O)Cc1ccc(Cl)cc1,404.166684,4.2111,0.715986501
Cc1cc(Br)ccc1C(=O)CCCC(=O)O,284.0048064,3.19512,0.845134971
Cc1ccc(-c2nc(CN(C)Cc3cc[nH]n3)no2)cc1,283.1433102,2.40012,0.778217617
CCCCOc1cc(F)ccc1C(C(=O)O)N(C)C,269.1427217,2.6919,0.773162243
CSCc1cc(N2CCOCC2)nc(-c2ccccc2)n1,301.1248832,2.8432,0.867970705
OCCCNC1CC2CC1C1CCCC21,209.1779644,1.7831,0.691809538
O=C(c1ccc(Cl)cc1)C1C2C(=O)N(c3ccccc3)C(=O)C2C2C=CC=NN21,405.0880191,2.9369,0.581201344
Cc1n[nH]c(C)c1CCN(C)C(=O)c1ccc(C2CCCNC2)cc1,340.2263115,2.80824,0.879744296
COC(=O)CCCNC(=O)c1ccc2nc(Cc3ccccc3F)oc2c1,370.1328853,3.2407,0.510022018
CCc1cccc(N(C#N)Cc2csc(N(C(C)=O)C3CC3)n2)c1,340.1357823,3.70848,0.593995452
CC(NC(=O)Cn1cc(C(=O)NCc2ccccc2)ccc1=O)C1CC1,353.1739416,1.693,0.794912183
CCCCSc1nnc(C(F)F)n1N=Cc1ccccc1C,324.122024,4.29852,0.433158044
CS(=O)(=O)CCOc1cccc(NC(=O)N2CCSCC2)c1,344.0864491,1.6907,0.8796206
Cc1nn(C(C)C(=O)NC(C)CN2CCC(C)CC2)cc1Br,370.1368236,2.75162,0.866093881
C=CCSCC(=O)N1CCC(O)CC1C(=O)OC,273.1034791,0.4305,0.446875986
CCNC(=O)C(Cc1ccccc1)N(Cc1ccc(Br)cc1)C(=O)CC,416.1099401,3.9351,0.707704983
CC(NC(=O)C1CCN(S(=O)(=O)Cc2ccc(F)cc2)CC1)c1ccc(C(C)(C)C)cc1,460.2195921,4.5424,0.688156093
O=C(O)C1COCCN1C(=O)Cc1c(F)cccc1Cl,301.0517138,1.3336,0.914549572
Cc1ccccc1CS(=O)(=O)C(C)C(=O)NC1CCCC(C)C1C,351.1868148,3.23922,0.885624323
COc1ccccc1C(Nc1ccc(S(=O)(=O)NC(C)(C)C)cc1[N+](=O)[O-])c1nccn1C,473.17329,3.6152,0.377625331
COc1ccc(Cl)cc1NC(=O)C(=O)c1cccn1C,292.06147,2.5085,0.695602745
CC1(C)CC(=O)C=C(C=Nc2cc(-c3ccc(Cl)cc3)n[nH]2)C1,327.1138399,4.7479,0.827017299
COc1ccc(NC(=O)Nc2cnn(CC(F)F)c2)c(Cl)c1,330.0695098,3.4542,0.881884182
CC(C)c1noc(CCCC(=O)N2CCc3ccccc32)n1,299.1633769,3.105,0.850883882
CC(C)(Cn1ccnc1CCCS(=O)(=O)O)OC(=O)c1cccnc1,367.1201918,1.7341,0.558468906
Cc1cccc(OCc2nn3c(-c4ccccc4Br)nnc3s2)c1,399.9993441,4.50272,0.505321278
OCCCCCCC(F)(C(F)(F)F)C(F)(F)F,270.0854626,3.7621,0.575195598
COc1ccc2[nH]c3c(c2c1)CN(C(=O)CCn1ccc2ccc(F)cc21)CC3,391.1696052,4.2453,0.565572857
COC(=O)NC(=S)Nc1cc2nc[nH]c2cc1NC(=S)NC(=O)OC,382.0517949,1.6685,0.49244881
CSc1nn2c(-c3cccnc3)cc(-c3cccnc3)nc2c1S(=O)(=O)c1ccccc1,459.0823668,4.408,0.359695122
O=C(C=Cc1ccc(-c2ccccc2)o1)Nc1cccnc1,290.1055277,3.9935,0.73899197
NC(=O)C1CCN(c2nc3ccccc3nc2Cl)CC1,290.0934388,1.9849,0.917856757
Cc1cc(Cl)ccc1NC(=O)c1cccc(N(C)S(C)(=O)=O)c1C,366.0804911,3.60494,0.8984132
CCC(=O)c1ccc(OCC(=O)N(CC(F)(F)F)C(C)C2CC2)cc1,357.1551782,3.8475,0.664172838
CCN(Cc1cccc(F)c1)C(=O)c1ccc(S(=O)(=O)N(C)C)cc1,364.1256918,2.7383,0.791912806
CC(C)n1ncc2cc(S(=O)O)ccc21,224.0619486,2.1978,0.795481429
COc1cc(C2NC(C(=O)O)CS2)cc(Br)c1OCC#N,371.97794,2.14828,0.81720586
CCN(CCCC(=O)O)C(=O)C1CCC(CNC(=O)OCC2c3ccccc3-c3ccccc32)O1,480.2260367,3.786,0.536193878
Cc1ccc(Cn2c(=O)c(C(=O)NCc3ccc4c(c3)OCO4)nn(-c3ccccc3F)c2=O)cc1,488.149598,2.54872,0.447453852
CC(C)CC(COCc1ccccc1)C(=O)O,236.1412445,2.9501,0.791347786
Cc1cc2nnc(SCCCN3CCN(C(C)C)CC3)n2c(C)n1,348.2096159,2.24934,0.58943659
CN(CC(=O)NC1CCCCNC1=O)S(=O)(=O)c1ccc(Cl)cc1,373.0863048,0.7454,0.79550481
CC(C)(C)c1cc(C(=O)Nc2ccc3c(c2)OCCO3)n(Cc2ccccc2)n1,391.1895917,4.2524,0.721987364
CCC(C(=O)NCC(C)C)N(Cc1ccccc1)C(=O)CN(c1cc(C)cc(C)c1)S(C)(=O)=O,487.2504777,3.64904,0.524197726
CC1CCC2(CC1)NCCc1sccc12,221.1238206,3.2992,0.708568225
